date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:01	5441/5441	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-1541%22	https://chandrago.github.io/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/imagesloaded.pkgd.min.js	(from https://chandrago.github.io/)
12:27:01	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22648c837f-24a3%22	https://chandrago.github.io/www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/www.google.com/recaptcha/api.js	(from https://chandrago.github.io/)
12:27:02	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-8a75%22	https://chandrago.github.io/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/isotope.pkgd.min.js	(from https://chandrago.github.io/)
12:27:02	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-a70e%22	https://chandrago.github.io/js/owl.carousel.min.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/owl.carousel.min.js	(from https://chandrago.github.io/)
12:27:02	20216/20216	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-4ef8%22	https://chandrago.github.io/js/jquery.magnific-popup.min.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/jquery.magnific-popup.min.js	(from https://chandrago.github.io/)
12:27:03	9046/9046	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-2356%22	https://chandrago.github.io/js/validator.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/validator.js	(from https://chandrago.github.io/)
12:27:03	4182/4182	---M-Z	200	added ('OK')	application/javascript	etag:W/%226330107e-1056%22	https://chandrago.github.io/js/main.js	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/js/main.js	(from https://chandrago.github.io/)
12:27:03	7052/7052	---M-Z	200	added ('OK')	text/css	etag:W/%226330107e-1b8c%22	https://chandrago.github.io/css/fonts/linear-icons-font/style.css	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/css/fonts/linear-icons-font/style.css	(from https://chandrago.github.io/css/main.css)
12:27:04	57345/57345	---M-Z	200	added ('OK')	text/css	etag:W/%226330107e-e001%22	https://chandrago.github.io/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/css/fonts/fontawesome-free-5.12.1-web/css/all.min.css	(from https://chandrago.github.io/css/main.css)
12:27:04	49267/49267	---M-Z	200	added ('OK')	text/css	etag:W/%226330107e-c073%22	https://chandrago.github.io/css/maindark.css	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/css/maindark.css	(from https://chandrago.github.io/index2.html)
12:27:05	899758/899758	---M--	200	added ('OK')	image/jpeg	etag:%226330107e-dbaae%22	https://chandrago.github.io/img/bg_dark.jpg	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/img/bg_dark.jpg	(from https://chandrago.github.io/index2.html)
12:27:14	2586450/2586450	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Aug%202022%2003:09:16%20GMT	https://i.ibb.co/fqMxzst/Chandra-Dwi-Hafiluddin-Lomba-Poster.jpg	C:/My%20Web%20Sites/CV%20Project/i.ibb.co/fqMxzst/Chandra-Dwi-Hafiluddin-Lomba-Poster.jpg	(from https://chandrago.github.io/)
